bodyweight_kg,bench_kg
62.4,132.5
63,107.5
62.2,107.5
68.7,90
71.8,107.5
66.6,67.5
67,85
71.5,75
50.8,112.5
60.6,70
69.6,127.5
75.5,65
52.6,92.5
61.6,82.5
57.2,85
68.2,90
66.8,65
83.2,115
80.1,77.5
93,110
98.7,107.5
89,95
91.8,90
56.1,90
74.1,100
74.8,112.5
78.5,57.5
87.4,90
88.4,72.5
98.4,97.5
54,117.5
56.2,87.5
54,92.5
52.9,100
55.9,100
54,50
54.8,100
62.2,120
60.3,105
62.6,92.5
61.7,100
62.8,85
60.6,
70.3,125
67.8,80
65.5,85
81.8,155
73,140
76.5,115
74.3,102.5
74.5,82.5
82.7,85
110.9,145
129,150
92.7,137.5
86.9,125
95.4,127.5
110.3,122.5
102.5,132.5
89.3,95
90.5,102.5
84.2,110
92.6,100
95,107.5
105.3,
57,67.5
87.1,80
71,97.5
87.7,
104,
96.2,
92.2,
143,
72,
54.2,
63.9,
91.9,162.5
72.9,215
81.7,205
81.6,195
80.5,170
90.8,260
92.4,162.5
118.2,230
104,237.5
109.2,215
104.4,180
113.2,230
142.6,260
126.8,150
74.9,117.5
92.1,185
86.6,177.5
115.2,225
118.9,182.5
82.1,137.5
90.4,177.5
58.2,137.5
58.7,117.5
73.2,192.5
72.3,177.5
73.5,137.5
72.5,150
68.1,142.5
79.9,207.5
82.1,180
81.4,162.5
92,235
87.3,205
91.5,227.5
91.4,182.5
86.9,192.5
88.5,182.5
88.3,155
91.6,165
91.1,167.5
104.3,255
103.3,230
104.4,232.5
101.8,227.5
102.6,227.5
103.4,202.5
99.3,200
96,202.5
96.9,185
103.1,162.5
114.9,190
106.3,187.5
115.6,195
109.5,165
156.2,227.5
121.8,242.5
133.8,200
51.7,87.5
80.9,160
58.5,120
68.7,132.5
81,182.5
81,182.5
134.8,182.5
71.4,127.5
87.8,205
58.2,112.5
61.9,95
57.5,75
82.7,97.5
93.5,95
60.3,65
61.1,70
67.2,62.5
55.3,107.5
56.9,115
55.5,102.5
56.5,102.5
58.1,117.5
62.5,87.5
71,122.5
70.9,122.5
72,82.5
71.1,82.5
71.3,92.5
78.7,142.5
74.6,110
82.5,122.5
83.3,82.5
108.2,152.5
86.4,115
88.2,117.5
87.9,102.5
55.7,82.5
61.2,120
83.9,170
95.9,137.5
95.2,147.5
82.7,150
74.5,137.5
86,135
94.7,192.5
93.1,185
102.5,155
139.7,225
72.9,97.5
61.7,90
81.1,102.5
101.8,
85.3,72.5
54.8,102.5
61.2,107.5
57.9,77.5
68.3,100
65.3,80
74.1,92.5
79.4,85
75.4,72.5
81.3,75
74.5,70
86.8,125
99.3,112.5
95.3,110
94.1,105
121.8,90
109.9,80
102.1,80
91.7,82.5
92.2,160
116.1,195
150.8,155
72.2,150
73.4,140
81.9,237.5
77.6,220
92,230
91.1,190
102.7,242.5
98.3,190
51.3,107.5
82.9,215
80.2,172.5
89.8,180
86.6,167.5
53.1,92.5
55.1,
70.6,85
72.7,107.5
92.9,105
106.7,90
76.4,150
81.2,102.5
106.9,155
85.6,120
84.1,125
85.3,112.5
86.3,97.5
138.8,82.5
85.2,85
53.1,92.5
55.6,97.5
55.1,
61.7,110
63,95
61.4,100
66.4,92.5
72,100
70.6,85
64.7,80
55.9,70
70.8,107.5
69.8,107.5
70.5,97.5
26.8,37.5
66.2,85
91.5,
80.7,
66.9,
92.4,
90.5,
92.8,
86.7,
91.5,
92.6,
105,
101.9,
110.9,
97,
69.7,
73.9,
54.9,
91,
63.1,
67.7,
62.7,
61.8,
60.9,
57.8,
70.8,
69.1,
66.8,
70.7,
70.3,
74.3,
74.7,
111.7,
110,
90.1,
110.8,
85,
95.1,
90.3,
84.2,
54.8,
62.7,
74.7,
72,
74.2,125
61.8,110
69.2,132.5
64.3,120
71.3,115
88.6,97.5
51.7,110
53.7,105
53.7,97.5
61,105
65,87.5
73.7,115
109.9,122.5
54.7,95
61.3,97.5
65.2,120
67.2,120
71.3,87.5
63.4,75
83.6,137.5
90.3,102.5
90.5,100
60.8,80
68.8,85
105,60
60.9,62.5
56.4,120
56.1,85
54.2,72.5
60.8,125
61.3,115
61.7,97.5
60.3,95
62.2,92.5
58.4,62.5
70.7,142.5
71.7,117.5
69.2,120
71,107.5
67.5,92.5
68.5,87.5
63.8,87.5
70.3,87.5
68,55
82.3,115
76.1,117.5
77.7,110
72.7,115
78,90
143.4,155
100.4,137.5
114.9,102.5
89.9,112.5
103.6,110
116.3,105
120.3,95
92.7,97.5
92.1,80
100.1,75
88.4,
61,115
59.6,100
62.2,100
70.1,105
85.2,182.5
27.7,40
51.9,112.5
59.8,115
67.5,117.5
65.9,90
64.8,47.5
74.4,125
74.4,137.5
78.1,147.5
87.1,182.5
122.6,137.5
58.5,147.5
59.6,110
68.7,150
73.4,160
70.8,137.5
69.1,110
78.5,147.5
79.1,142.5
83,180
87.1,167.5
90,
97.4,165
94.6,177.5
91.1,152.5
97.6,160
94.3,132.5
108.3,182.5
109.6,195
162.9,200
143.8,
50.6,77.5
53.1,70
73.1,100
92.2,67.5
100.9,42.5
45.6,47.5
55.3,65
67,92.5
74.5,62.5
82,92.5
110.1,85
110.1,47.5
73.7,125
77.5,127.5
51.7,
82.8,
75.45,
61.75,
73.6,
95.03,
81.53,
107.97,
90.93,
79.06,
121.84,
80.06,
88.22,
64.85,92.5
60.8,75
97.1,112.5
87.25,105
61.95,90
72,92.5
92.55,102.5
72.8,85
72.05,92.5
63.95,65
62.4,85
104.3,95
108.67,215
90.4,160
135.79,240
91.58,172.5
85.1,172.5
123.45,170
108.86,180
146.03,250
92.69,197.5
88.91,170
92.12,160
107.17,157.5
90.93,182.5
82.42,150
100.89,192.5
83.44,125
97.53,137.5
101.66,182.5
88.41,165
105.95,135
82,147.5
86.76,72.5
110.1,
82.45,
104.1,
80.15,
97.45,
73.35,
105,
94,
102.6,205
73.25,
91.75,145
89.45,177.5
95.8,175
94.65,195
137,277.5
77.5,130
72.2,135
80.6,160
102.85,250
122.05,220
82.35,137.5
102.6,217.5
104.55,137.5
88.35,175
116.2,232.5
81.45,125
101.4,157.5
86.3,67.5
65.6,177.5
73.75,205
69,157.5
73.55,135
72.7,132.5
81.75,252.5
79.7,155
80.65,
90.55,265
91.95,230
92.65,235
92.7,230
91.6,207.5
92.1,190
87.55,177.5
86.8,177.5
91.3,195
91.45,172.5
104.65,305
104.9,247.5
102.65,232.5
104.95,215
100.5,220
103.25,200
104.05,190
98.65,152.5
106.6,247.5
119.9,220
106.45,205
117.4,217.5
159.5,250
130.55,242.5
91.65,217.5
104.45,190
112.6,207.5
72.9,117.5
94.35,135
63.8,110
85.4,175
83,210
151.7,
80.4,
101.7,
129.9,
56.42,85
71.1,105
87.98,200
67.82,85
74.93,112.5
85.81,137.5
87.95,110
54.53,70
80.59,92.5
84.39,80
55.77,100
55.39,67.5
54.47,57.5
62.21,125
62.79,110
62.74,87.5
61.85,95
68.61,137.5
66.59,122.5
71.94,115
83.48,87.5
85.39,125
109.45,
57.23,82.5
71.42,97.5
71.27,107.5
76.2,127.5
29.54,42.5
69.61,92.5
85.2,167.5
87.4,162.5
103.6,210
82.3,195
89.2,195
102.8,217.5
119.7,225
114.5,265
82.7,170
82,170
106.5,252.5
145.3,185
100.1,147.5
80.8,132.5
106.8,155
60,
73.6,250
72.7,160
80,220
81.8,200
81.7,210
78.9,185
91.8,227.5
89.5,207.5
89.5,165
89.8,155
97.3,272.5
98.7,247.5
99.4,235
101.4,230
102.9,225
104.1,220
93.1,192.5
104.2,200
99.1,185
99,175
117.8,277.5
118.8,280
111.7,222.5
112.6,220
124.2,187.5
70.3,75
76.7,95
124.7,77.5
89.1,220
91.8,197.5
87.7,190
102.8,212.5
68.4,110
74.8,115
54.5,85
56.3,82.5
55.6,100
57.6,92.5
71,112.5
83.8,115
87.4,82.5
53.4,55
65.8,92.5
109.4,100
107.4,65
67.9,67.5
56.8,90
62.5,117.5
62.2,105
57.3,92.5
61.8,85
57.5,77.5
62.7,75
69.1,122.5
63.9,135
64,105
71.5,85
81.6,147.5
80,125
80.3,112.5
80.1,85
90.3,120
115.6,112.5
103.3,120
94.5,125
125.3,110
80.5,97.5
88.4,92.5
61.45,100
103.15,70
63,137.5
70.3,120
68.05,90
70.4,82.5
71.4,157.5
30.4,30
118.35,320
71.65,200
87.5,190
85.1,165
115.9,282.5
109.55,170
127.3,260
74.35,175
93.4,145
67.6,150
74.95,240
81.5,177.5
89.65,255
92.7,237.5
91.7,207.5
91.95,170
87.75,185
88.9,132.5
89.95,110
100,215
100.5,137.5
58.6,147.5
63.95,110
65.7,117.5
73.25,165
80.85,145
88.45,182.5
75.5,
62,
74.8,
68,
82.3,
88.1,
114.3,
104.8,
123.9,
51.8,
66.8,
71.7,
51,
55,
71.3,
60.8,
65.2,
65.8,
98.8,
72.2,
72.1,
75,
60.3,
59.4,
69.8,
70.7,
66.1,
77.9,
82.7,
86.2,
115.8,
90.8,
100.5,
89.8,
94,
60.6,
70.9,
78.2,
90.3,
91.9,
99.1,
96.8,
112,
113,
91.3,
130.7,
65.7,
69.9,
66.5,
81.6,
77.5,
77.6,
76,
77.5,
91.1,
92,
88,
83.6,
89.4,
102.5,
99.4,
102.5,
109.8,
105.5,
85.6,
80.6,
87.9,
46.5,
123.5,255
123.5,255
147.6,265
92.35,140
92.35,140
147.6,265
81.5,
103,
103.2,
103.2,
120,
177.7,
103,
122.8,
130.1,
56.7,
140,
65.2,
88.5,230
53,140
73.7,195
72.3,192.5
81.8,192.5
79.3,187.5
90.9,200
92.3,197.5
90,187.5
86.4,192.5
104.5,227.5
138.6,250
81.5,200
64.1,112.5
66.1,192.5
72.9,175
71.2,147.5
73.7,167.5
68.2,100
73.7,182.5
81.7,220
80.7,150
82.1,177.5
80.2,137.5
89.8,227.5
85.9,215
90.9,200
90.4,215
92.4,215
90.9,197.5
86.1,185
90.6,187.5
88.1,150
95.4,275
104.4,250
96,210
100.1,192.5
100.8,200
113.9,275
118.8,227.5
107.7,210
133.4,275
150.5,227.5
86.1,185
62.6,100
95,177.5
97.1,120
175.2,237.5
80.7,150
81.9,130
39.2,62.5
66.9,82.5
51.6,90
71.2,115
74.2,97.5
102.5,125
102.5,125
54.2,175
51.4,110
56.4,135
56.8,75
56.4,80
54,80
61.8,125
61.1,137.5
62,117.5
60.9,112.5
62.9,107.5
62.9,107.5
60.6,102.5
62.8,117.5
62,90
62.2,82.5
57.6,92.5
62.3,87.5
66.7,135
69.3,127.5
70.1,145
71.2,115
69.3,105
69.9,92.5
70.4,92.5
66.5,90
69.5,100
63.2,85
71.2,
83.8,152.5
79.2,127.5
82.1,100
74.2,97.5
82.7,82.5
81.3,87.5
91.8,142.5
97.5,125
94.3,107.5
88.2,110
84.6,97.5
56.4,80
61.1,137.5
66.8,105
97.5,125
94.3,107.5
140,107.5
88.2,110
62.5,100
62,90
66.5,90
81.3,87.5
97,65
82.7,82.5
97.5,20
132.9,
103.1,
94.7,
119.1,
240,
185,
118.9,
115.5,
147.3,
81.5,
140.5,
146.4,
103.6,
56.9,
84.6,
72.6,182.5
72.6,147.5
82.4,197.5
82.2,190
82.3,172.5
92.9,247.5
91.5,217.5
93,215
88.8,202.5
82.9,215
118.3,220
64.1,117.5
80.1,125
91.5,115
98.5,177.5
171,327.5
177.7,230
143.7,177.5
127.6,190
73.6,215
72.6,182.5
73.4,167.5
73,147.5
82.5,245
82.9,237.5
82.3,210
82.4,205
82.6,167.5
77.9,180
92,205
90.3,205
90.2,205
93,215
90.5,217.5
93,205
92.5,180
91.9,175
105,260
104.9,227.5
97.7,227.5
103.3,215
103.4,215
96.4,210
103.8,215
101.5,205
104.7,190
104.5,187.5
112.7,287.5
105.9,232.5
118.3,220
171,327.5
137.4,232.5
133.1,215
164.9,175
131,170
135.7,185
51.8,95
62.4,110
71.3,152.5
69.8,115
71.5,92.5
67.7,92.5
57,127.5
71.3,130
80.9,102.5
59.1,57.5
69.8,110
94.8,80
66.5,67.5
82.8,60
88.6,
82.9,82.5
98.5,57.5
51.7,97.5
57,127.5
55,107.5
54.8,102.5
56,67.5
56.6,95
55.2,87.5
57,100
62.5,130
62.9,120
62.3,115
61.7,100
62.9,97.5
71.3,152.5
71.6,147.5
70.9,130
69.5,137.5
70.5,132.5
69,102.5
65.2,95
66.6,107.5
70.5,95
63.2,82.5
66.2,87.5
64.5,82.5
66.5,67.5
82.8,107.5
79.4,95
73.3,100
77.7,77.5
82.9,82.5
112,95
88.6,
40.1,80
66.8,107.5
65.7,155
74,175
72.7,160
72.3,167.5
74,140
81.8,205
81.2,200
82.8,172.5
93,212.5
90,200
93,
104,210
103.4,195
98.3,160
118.6,272.5
121.2,227.5
150.8,255
136,227.5
141.1,190
129.9,175
52,115
52,60
51.2,62.5
55,132.5
55,105
57,102.5
63,92.5
62.5,87.5
68.5,142.5
69.9,132.5
82.5,107.5
77.5,97.5
105,127.5
93,122.5
101.5,
95.2,
238,
192,
89.4,
146.3,
89.4,
95.2,
238,
154.8,
60.8,97.5
78.8,110
101.4,130
98.1,
69.8,122.5
50.3,55
59.3,137.5
60.4,77.5
82.3,110
50.6,70
57,82.5
65.4,65
56.6,45
81.1,80
92.5,100.5
88.8,87.5
52,97.5
50.6,90
48.7,82.5
50.6,70
55.4,125
62,140
59.3,137.5
62.7,120
61.7,117.5
62.3,115
61.9,100
62.5,102.5
61.3,95
69.3,137.5
68.9,135
67.5,137.5
69.8,122.5
71.6,125
71.3,115
69,102.5
72.2,155
82.3,110
75.8,85
80.9,72.5
93.7,130
91.2,80
70.1,82.5
82.8,245
65.9,135
79.1,225
105,292.5
145.7,272.5
72.8,190
72.6,172.5
81.7,215
80.5,192.5
78.3,182.5
81,177.5
74.6,150
81,147.5
92.4,277.5
141.6,260
82.4,205
92,235
91.1,195
89.5,155
95.2,190
117.5,172.5
116.8,227.5
63.3,112.5
81.8,142.5
89.4,195
134.8,152.5
90.4,122.5
73,242.5
72.8,190
73.3,172.5
73.4,180
72.6,172.5
82.4,215
80.5,192.5
80.9,200
82.3,202.5
83,195
76.8,197.5
79.7,187.5
81,147.5
79.2,150
92.4,277.5
90.5,217.5
91.7,225
91.8,217.5
89.4,195
89.2,190
90.5,187.5
90.7,160
105,230
101.4,200
95.2,190
101.5,195
102.9,257.5
113.2,325
114.9,295
116.3,165
116.8,227.5
139.9,217.5
64.7,115
83,75
90.1,130
82,142.5
42.5,85
80.5,122.5
89.9,135
63.5,70
117.2,90
62.5,75
144.4,295
85.1,
90.4,
73.2,170
81.8,205
98.6,262.5
121.7,207.5
64.8,185
64.1,137.5
73.6,225
75,205
78.8,187.5
107.1,207.5
121.5,152.5
140.6,190
133.1,142.5
73.3,267.5
70.5,142.5
80.6,125
87.8,235
109,165
79.4,215
93.3,170
95.5,260
99.6,190
108.3,185
88.9,115
65.4,112.5
102.4,182.5
42.5,80
92.1,105
43.9,87.5
55.9,112.5
59,122.5
79.3,135
50.8,112.5
50.7,102.5
74,157.5
79.6,142.5
77.6,92.5
82.9,147.5
105,
56,85
60.1,105
70.9,132.5
121.9,137.5
75.3,42.5
64,105
108.1,185
74.2,150
99.1,272.5
122.8,220
69.2,85
73.2,235
80.6,130
90.3,257.5
66.8,227.5
65.7,185
74.5,232.5
72.2,170
110.8,252.5
73.4,227.5
63.3,132.5
89.9,255
137.8,145
73.4,160
73.8,155
61.7,215
81,165
87.8,237.5
97.1,277.5
94.1,175
109.2,192.5
129.3,322.5
71.8,135
99.6,205
134.4,247.5
125,205
82.1,77.5
42,95
48,95
63.3,105
72.4,105
50.3,112.5
70.5,140
106.1,125
60.2,110
59.7,137.5
63.5,110
77,50
95.5,100
60.4,190
62.7,102.5
73.1,185
71.4,220
69.1,160
72.8,147.5
68.2,147.5
72.8,115
69.8,95
69.2,75
67.4,60
90.9,250
92.3,185
92.5,187.5
93,165
93,227.5
90.9,172.5
105,295
97.5,192.5
102.8,182.5
100.1,167.5
118.5,247.5
112.8,247.5
107.3,210
110.5,210
117.8,205
113.9,162.5
115,165
129,245
126.4,247.5
55.8,100
55.8,87.5
62.1,140
70.9,120
66.9,92.5
79,160
84,
84.2,170
91,140
73.3,
78.1,
92.8,
99,
81,
59,240
66,275
65.2,235
57.1,125
72.3,132.5
69.4,85
83,170
93,255
88.8,237.5
91.9,165
90.9,
99,192.5
100.9,190
102,162.5
101.5,147.5
119.2,237.5
140.4,300
42,47.5
56.8,102.5
83.1,215
80.1,190
56.8,95
62,117.5
67.5,102.5
89.5,37.5
64,
81.5,
76.8,
103.3,
98.5,
55.3,125
56,117.5
51.8,87.5
65.8,227.5
59.9,160
67.5,
67.5,
74.8,202.5
74.9,
110,227.5
74,235
83,242.5
87.5,235
91.9,142.5
99.4,190
99,137.5
65.4,190
92.6,252.5
89.9,217.5
119.2,272.5
130.7,205
62.2,217.5
65.4,190
92.6,252.5
92.3,237.5
89.9,217.5
94.1,257.5
110,297.5
119.2,272.5
108.8,227.5
130.7,205
52,95
62.3,170
52,95
62.3,170
63.2,122.5
90.7,60
63,80
84.6,95
84.6,95
90.7,60
98.8,
98.8,
100.4,
92.6,
105.4,
64.4,
64.4,
90.4,220
92.2,197.5
136.4,245
92.6,255
124.4,172.5
71.6,195
69.4,160
83,220
82.4,192.5
76.2,175
82.6,185
92.6,255
86.8,215
88.2,187.5
88.4,187.5
102.6,272.5
99.4,147.5
113.8,217.5
139.6,290
129.4,240
140.2,260
122.4,205
124.4,172.5
71.6,195
76.2,175
88.2,187.5
98.2,147.5
140.2,260
44,92.5
79.6,85
61.2,40
45.6,65
70.2,85
74.8,100
75.8,
105.8,90
125.2,70
45.6,65
61.1,140
99.2,142.5
74,
108.1,
70,87.5
68.6,202.5
81.5,285
104.5,327.5
120,350
118,242.5
123,195
72.2,182.5
79.1,165
87.6,197.5
102.3,280
105,192.5
118,242.5
116.5,230
117.9,
140.9,310
80.7,170
76.8,240
97.7,137.5
62.1,175
96.5,65
62,110
66.3,137.5
81.8,80
96,
106.6,130
68.7,125
76,132.5
112.2,
112.2,
110.3,
64.1,
106.1,
62.7,
62.3,
61.6,
87.8,165
58,227.5
90.7,227.5
90.4,187.5
70.8,187.5
82.5,195
82.3,200
91.7,230
93,202.5
87.8,165
135.3,320
122.2,205
47.8,115
62.1,122.5
59.9,
123.7,222.5
54.7,187.5
59.6,160
70.5,245
66.5,190
72.2,105
74.4,210
82,162.5
99.3,225
102,200
80.9,
98.9,205
141.3,230
57,110
62.3,160
88.9,127.5
52,82.5
60,87.5
97.6,
98,
91.3,
110.6,
80.7,112.5
62.1,112.5
52,102.5
63,140
67.4,80
99.2,67.5
54.9,130
71.4,135
77.6,150
75.5,145
68,145
68.8,202.5
82.4,197.5
77,170
125,210
72.2,80
63.9,207.5
64.3,140
73.7,180
72.2,180
68.8,202.5
72.2,80
79.9,232.5
82.4,197.5
82,175
81.1,160
77,170
91,140
103,205
109.2,265
147,320
127,240
125,210
79.9,232.5
81.1,160
80.1,235
52.2,62.5
74,154.2
90,174.6
89.8,186
109.5,272.2
79.2,204.1
88.1,183.7
98.5,190.5
98,142.9
92.8,
108,183.7
109.7,251.7
125,206.4
48.8,88.5
65.4,120.2
74.3,158.8
71.3,111.1
73.6,106.6
82.3,136.1
77.5,
88.9,70.3
117.2,93
103.1,
103.1,
104.8,
103.1,175
65.7,145
69.7,115
92.6,192.5
103.9,237.5
97.1,212.5
103.1,175
118,255
107.6,227.5
115.5,210
102.1,215
82,135
78.5,117.5
79.5,115
66.3,80
78.2,62.5
52,87.5
59.1,85
71.5,115
69.6,100
70.1,92.5
82,135
83.6,142.5
75.8,132.5
73.9,115
126.5,110
84.1,90
91.3,
63.3,
91.2,
104.9,
67.2,
75.1,
70.9,
91.3,
92.7,190
104.1,212.5
136.7,180
80.2,125
71.3,132.5
73.8,
79.3,192.5
82.4,197.5
79.8,165
82.6,122.5
80.2,125
91.7,205
92.7,190
103.6,242.5
102.3,250
104.1,212.5
118.8,250
118,235
129.5,210
82.5,140
92.2,62.5
65.5,75
46,62.5
51.5,87.5
50.7,65
69.5,145
70.7,127.5
67.8,117.5
70.6,100
65.2,82.5
70.9,
82.5,140
76.4,122.5
123.8,115
50.7,65
155.4,
60.1,
71.9,
109.7,
111.2,
91.8,
109.7,
88,82.5
95.2,72.5
68.1,82.5
51.1,100
54.8,102.5
55.1,82.5
55.8,72.5
62.2,155
70.7,110
71.5,87.5
65.4,92.5
65.2,82.5
69.5,70
71,115
88,82.5
87.5,60
82.1,187.5
101.6,272.5
104.3,217.5
89.5,77.5
140.5,207.5
100.1,42.5
80.6,197.5
82.1,187.5
81.3,185
74.2,182.5
91.8,295
89.6,217.5
90.9,205
93,207.5
103.9,282.5
101.6,272.5
95.6,227.5
104.3,217.5
100.2,192.5
115,262.5
109.8,235
80.6,
91.8,
109.7,
90,202.5
90,202.5
52,
60,
90,
75,
75,
125,
110,
126,
75,
82.5,
90,
90,
100,
100,
100,
100,
100,
100,
82.5,
90,
100,
100,
100,
110,
126,
75,
110,
75,
90,
67.5,
90,
60,
60,
67.5,
67.5,
75,
56,102.5
75,132.5
75,137.5
125,122.5
75,137.5
90,215
82.5,195
100,235
100,175
126,345
67.5,205
67.5,185
67.5,140
75,162.5
75,150
82.5,212.5
82.5,190
82.5,205
82.5,182.5
82.5,172.5
82.5,185
82.5,185
82.5,157.5
82.5,145
82.5,162.5
82.5,155
90,215
90,197.5
90,175
90,200
90,207.5
90,192.5
90,162.5
100,220
100,210
100,217.5
100,187.5
100,162.5
110,225
110,225
110,197.5
110,197.5
110,160
110,167.5
125,265
125,230
125,212.5
126,292.5
126,200
82.5,137.5
90,207.5
100,177.5
110,215
110,215
125,275
126,200
126,345
82.5,222.5
100,175
100,217.5
100,150
52,80
52,80
52,80
56,102.5
60,92.5
60,82.5
67.5,122.5
67.5,95
67.5,97.5
67.5,77.5
67.5,87.5
67.5,70
67.5,60
75,145
75,147.5
75,122.5
75,137.5
75,95
75,80
75,87.5
82.5,150
82.5,155
82.5,105
90,185.5
91,160
81.3,
74.3,
58.6,
79.3,
105.8,
130.8,
64.5,
81.8,
81.8,
89,
87.9,
98.5,
107.2,
153.9,
73.8,
79,
109.5,
113.7,
74.2,
47.3,
49.9,
55.9,
47.3,
49.9,
54.8,
58,
57.5,
65.5,
87.3,
84.1,
66,
64.9,
93.2,
74.2,167.5
81.9,170
97.3,175
118.2,180
74.3,205
58.6,80
73.3,137.5
130.2,182.5
59.2,117.5
79.3,182.5
109.2,207.5
89.1,207.5
130.8,250
64.5,227.5
66.8,150
74.9,217.5
74.9,145
81.7,210
81.8,187.5
79.9,165
79.7,185
81.8,220
87.9,215
89,200
86.2,167.5
89.3,205
88.9,205
97.4,187.5
94.5,185
108.3,227.5
100.2,172.5
124.6,235
153.9,295
69.4,152.5
73.5,160
80.9,152.5
89.5,212.5
64.6,160
107.6,145
109,165
113.7,195
94.3,175
87.1,42.5
47.3,55
51.2,90
49.9,67.5
50.8,60
55.9,67.5
73.7,120
47.3,55
49.9,67.5
65.4,82.5
51.4,102.5
51.5,100
54.8,92.5
58,97.5
65.5,97.5
69.6,120
70,92.5
87.3,125
104.7,165
115.1,130
66,100
64.9,87.5
81,205
66,107.5
72.7,
88,
99.8,
83.1,
109.5,
73.2,
51.6,110
51.6,
78.8,
77.9,
73.4,
99.4,
66.3,
77.4,
88.5,
86.9,
98.2,
102.8,
117.9,
98.6,
80.1,
78.6,
109,
110.4,
99.2,
47.6,
51,
50.3,
59.2,
59.9,
63.5,
63.3,
87.5,
103.3,
66.5,105
73.1,
66,175
74.8,205
69.4,215
64.8,127.5
73.4,200
76.3,160
90.5,192.5
92,212.5
96.6,195
99.4,202.5
104,165
66.3,132.5
60.9,160
74.8,145
79.3,227.5
81.2,197.5
80.9,190
89.3,207.5
85.2,205
86.9,210
88.5,170
86.1,175
98.4,200
98.7,200
92.3,192.5
93,172.5
94.4,190
102.8,240
106.7,227.5
108.8,157.5
112.4,205
97.9,220
90.3,220
92.3,180
98.9,152.5
80.1,100
109,235
65.4,165
107.7,182.5
106.8,142.5
47.6,57.5
51,70
50.3,67.5
51.5,82.5
57.1,122.5
57.6,100
59.2,122.5
59.9,107.5
63.5,110
63.3,105
81.9,112.5
88.5,162.5
87.5,130
103.3,142.5
73.8,70
88.2,115
66.5,105
58.6,
98.6,
61.2,
81.2,
115.6,
66.4,
80,
91.8,
92,
97.9,
99.1,
140.1,240
132.9,
82.6,
113.3,
95.2,
80,
81.5,
175.6,
175.6,
82.2,
72.8,
111,
74,
72,
51.2,
51.2,
55.8,
56.5,
60,
63.3,
59.8,
69.4,
69.4,
74,
61.2,110
72.2,202.5
72.2,202.5
92.4,228
58.2,92.5
66,190
64,112.5
72.7,207.5
74,170
69.5,137.5
79.4,215
82.6,135
92,245
87.4,190
92.3,170
104,240
104.8,182.5
103.1,197.5
66.4,150
72.1,160
70.1,157.5
83,265
80,210
82.2,212.5
76.5,207.5
78.4,145
91.8,220
92,237.5
88.5,210
89.6,215
92.1,205
92.5,205
91.3,165
85.2,150
102.5,237.5
100,195
104.8,175
97.9,
116.9,227.5
115.5,207.5
136,267.5
132.9,257.5
140.1,240
73.4,147.5
73.4,147.5
70.3,155
91.4,222.5
91.4,222.5
104.9,135
154.6,125
81.5,127.5
101.3,
114.4,202.5
121.2,125
81.4,162.5
93,182.5
119.4,215
119.4,215
138.3,125
103.6,170
72.9,162.5
92.4,228
82.4,170
100.6,165
72.7,140
58.6,130
98.6,160
51.2,75
73.2,130
73.2,130
47,85
51.2,75
50.2,115
55.8,87.5
74.3,107.5
76.5,80
47,92.5
51.5,112.5
51.1,107.5
56,87.5
56.6,85
60,117.5
61.1,95
72,100
65.9,105
63.3,
80.3,107.5
71.1,92.5
71.1,92.5
93.2,165
93.2,165
58,92.5
58,92.5
69.4,115
69.4,115
74,77.5
64.6,
73.9,
81.6,
79.3,
92.6,
99.9,
117.8,
111.4,
73.9,
111.4,
99.9,
56.9,
64.3,
73.8,
50.8,
53.5,
56.9,
58.2,
64.8,
73.8,
57.6,70
68,142.5
79.6,155
122.6,210
70.3,125
85.1,217.5
110.5,237.5
72.1,155
112.7,265
57.6,70
65.5,192.5
64.6,157.5
71.1,212.5
70.4,180
70.9,170
73.1,182.5
73.6,160
70.3,125
73.4,152.5
81.6,217.5
80.5,235
82.9,222.5
81.2,210
74.8,222.5
81.6,202.5
81,217.5
81.7,207.5
79.8,190
81.1,220
80.3,180
81.2,167.5
81,175
81.6,165
80.3,137.5
82.2,132.5
86.8,242.5
92.6,227.5
90.5,200
92.1,220
85.8,190
90.3,215
91.4,197.5
90.6,210
91.1,185
86.5,205
91.4,182.5
90.9,180
89.2,185
88.3,150
91.2,167.5
91,170
85.2,145
83.7,135
89.3,
90.9,165
102.9,230
100.5,237.5
102.5,202.5
103.3,177.5
100.6,190
95,185
118.8,275
116.8,245
120,232.5
111,212.5
106.6,192.5
115.5,170
117.2,75
125.7,242.5
122.6,210
148.1,25
73.6,160
80.3,137.5
92.1,220
86.5,205
91.4,182.5
89.2,185
64.9,175
73.1,182.5
103.3,177.5
64.9,175
66.5,90
64.3,70
73.8,80
93.4,175
114,122.5
50.8,65
53.5,77.5
45.5,112.5
55.3,92.5
55.6,100
58.2,122.5
57.5,87.5
62,102.5
62.3,82.5
62.4,97.5
69.9,105
64.8,92.5
66.5,90
66.1,85
77.6,125
74.7,107.5
73.8,80
93.4,175
102.1,170
98.2,142.5
114,122.5
64.3,70
118.3,
118.3,
73.4,
73.4,
78.2,
78.2,
74.2,
74.2,
79.7,
79.6,
72.6,
73.2,
71,
128.8,
73.2,
66,
86.7,
101.8,
60.1,
91.9,
90,
69.7,
70.9,
68.9,
56.1,
51.3,
74,
64.1,
80.3,
64.1,
80.3,
77.3,
