bodyweight_kg,bench_kg
63.2,97.5
99.6,247.5
124.8,320
122.4,235
88.4,250
49,67.5
127.2,272.5
70,135
101.8,162.5
95.6,207.5
108,290
55.4,112.5
131.4,242.5
139.4,300
80.8,62.5
71,85
98.8,
107.2,187.5
132.9,205
131.7,200
79.8,145
81.15,147.5
70.9,190
74.1,202.5
73.05,160
72.6,165
73.4,172.5
72.5,142.5
82,170
78.1,155
80.8,162.5
80.95,102.5
73.35,150
80.1,190
78.2,182.5
81,155
79.8,145
81.15,147.5
89.3,190
89.7,195
85.6,190
89.15,185
108.5,225
107.65,217.5
122.6,275
87.95,217.5
89.2,227.5
96,237.5
98.4,245
99.5,177.5
90.8,197.5
109.4,222.5
107.6,210
118.6,250
121.4,240
117.1,215
134.1,210
163,305
168,272.5
148.15,227.5
163.95,182.5
55.1,30
108.8,27.5
64.75,37.5
78.2,45
83.9,107.5
89.3,117.5
82,122.5
103.9,77.5
55.7,82.5
81.2,137.5
75,100
65.5,70
58.5,110
73.9,120
74.6,120
73.5,110
81.6,167.5
80.25,125
51.3,100
56.1,117.5
67.5,105
65,90
65.8,70
65.7,82.5
70.7,145
82,122.5
82.2,70
85.3,122.5
83.9,107.5
130,145
93.1,75
51.2,75
107.3,220
107.1,175
78.6,220
82.2,182.5
58.4,130
80.1,182.5
74.3,170
78.2,150
81.4,160
107.2,175
105.8,160
72.1,110
105.9,122.5
97.5,232.5
81.8,207.5
74.8,200
74.55,167.5
88.6,195
66.5,152.5
70.3,140
79.1,150
95.9,170
89.4,
94.6,182.5
80.45,155
77.15,140
80.7,132.5
88,142.5
58.4,
106.6,
99.05,
72.25,
81.55,
86.15,
107.7,
121.45,
77.4,95
98.75,140
89.75,155
73.55,185
78.1,182.5
59.75,165
66.55,137.5
71.95,160
89.75,190
107.2,185
161,185
109.41,227.5
88.4,185
85.3,175
95.7,287.5
99.35,230
97.2,205
96.5,185
104.5,250
108.9,282.5
108.55,267.5
107.8,182.5
104.65,147.5
118.75,302.5
122.7,295
119.8,250
118.6,250
122.5,265
118,147.5
82.1,
119.5,305
65.3,110
64.8,97.5
51,70
74.1,127.5
72.6,70
80.6,170
87,200
113.9,155
53.5,107.5
54.1,92.5
65.8,
74.4,137.5
72.9,97.5
92.9,70
68.95,147.5
73.2,197.5
65.1,165
53.7,95
74.5,160
97.55,200
81.8,207.5
97.3,237.5
72.9,150
81.1,160
80.1,155
77.15,140
80.7,132.5
123.35,
98.65,
107.1,
80.5,
98.6,262.5
90,180
96.4,235
82,200
89.2,330
125.4,460
122.8,225
65.4,162.5
70.6,
145.4,230
75.2,80
59,145
88.6,212.5
89.8,222.5
73.6,
80.6,207.5
123.6,340
111.4,227.5
78.6,
89.6,
97.6,
108.2,
107.2,
89.6,
79.2,
194.5,310
115.9,265
120.3,240
117.05,285
164.6,300
124.45,310
123.45,342.5
138.5,
145.25,275
142.5,
64.45,165
89.55,165
74.7,167.5
74.15,225
82.3,190
78.35,185
89.65,200
82.3,187.5
74.35,230
87.75,240
89.75,210
96.65,180
90,162.5
105.6,225
99.25,205
97.85,245
89.65,220
89.85,200
105.6,220
89.75,200
99.9,207.5
103.5,
97.6,
82.95,125
73.1,107.5
88.7,100
92.05,135
81.1,140
73.45,130
89.35,202.5
74.6,210
89.3,250
118.4,235
117.45,222.5
123.45,305
137.15,285
95.85,232.5
80.5,215
66.85,140
51.95,65
47.05,90
71.85,120
71.05,110
46.7,95
59.3,122.5
58.8,90
74.55,105
62.9,117.5
72.4,160
62.4,120
66.95,145
66.45,135
67.45,170
72.85,145
65.45,
79.3,
58.55,
81.15,
116.95,
75,
105.65,
97.15,
72.65,
107.5,
107.35,
133.8,
109.65,
123.4,
89.95,
117.75,
79.6,
172.8,
122.5,355
93.7,180
106.6,227.5
149.2,300
74.7,152.5
74.7,152.5
54.9,147.5
54.9,147.5
99,195
81.7,245
74.8,192.5
81.75,257.5
81.6,190
138.2,255
98.5,207.5
88.4,200
89.9,250
125,230
125,230
99.5,175
107.9,235
109.1,250
79.5,245
81.1,182.5
109.2,255
88.1,192.5
89.05,242.5
89.05,242.5
97.6,200
139.95,272.5
111.7,232.5
125,280
139.55,290
79.6,200
97.7,170
73.5,177.5
100,260
88.55,240
109.5,265
81,207.5
94.75,245
89.5,167.5
97.9,137.5
88,187.5
88.9,150
89.7,205
81.4,202.5
78,137.5
79.7,155
72.7,120
82.1,175
80.2,100
74,147.5
99.9,152.5
89.65,175
117.45,205
82,202.5
97.35,235
159.8,280
81.3,162.5
58.3,132.5
73.1,207.5
114,150
80.7,35
80.9,147.5
89.6,230
74.7,187.5
109.2,265
121.9,242.5
66.8,130
62.5,142.5
82,217.5
97,215
97.55,185
110,170
64.9,150
102.5,202.5
90.1,60
72.65,200
78.3,87.5
73.2,115
70.55,125
65.15,92.5
60,127.5
78.15,147.5
71.6,97.5
66.6,90
53.45,72.5
65.6,110
59.1,65
83.25,70
109.9,82.5
65,105
119.65,187.5
72.3,107.5
51.6,75
117.6,167.5
46.25,62.5
67.15,102.5
102.8,160
102.8,160
66.7,95
66.7,95
105.25,100
69.95,97.5
96.45,92.5
89.5,115
58.3,97.5
103.1,162.5
79.8,175
105.45,
98.4,
64.55,
70.7,
70.7,
98.2,
81.2,
117.9,
88.6,
97.5,
131.2,
119.2,
119.2,
127.35,
97.05,
80.5,
90.3,
57.85,
109.4,
66.55,
88.7,
83.3,
127.4,
105.45,
100.55,
119.7,
64.55,
127.9,
98.2,
85.3,
85.3,
80.9,
80.9,
123.5,
117.65,
81.95,
97.85,
108.1,
108.1,
201.55,
201.55,
117.65,
80.2,
155.5,
155.5,
122.5,
107.45,
107.45,
117.9,
105.9,
105.9,
96.9,
107,
133.6,
133.6,
109.4,
121.3,
81.9,
97.8,
97.8,
122.4,
122.4,
92.1,
137,
117.1,
59.4,
59.4,
119.5,
90,
109.5,
57.8,
57.8,
71.8,
66.9,
89.7,
89.7,
182.3,
53.75,
78.55,
97.05,
59.4,
59.4,
100.25,
89.3,
89.3,
97.8,
97.8,
109.2,
109.2,
90.3,
174.9,
99.4,
122.6,
141.8,
141.8,
80.8,
98.7,
112.1,
108.7,
127.4,
66.6,
78.8,227.5
73,137.5
81,110
80.8,202.5
87.2,307.5
87.8,295
87.4,237.5
88.4,277.5
87.6,300
73.8,207.5
88.4,210
87.6,320
87.8,320
86.4,275
88.8,340
88.4,290
66.6,257.5
85.6,342.5
88.2,322.5
88.2,300
58.4,137.5
81,182.5
88.4,365
89.2,325
70.4,190
72.2,127.5
75.8,170
76,137.5
83,120
54.6,67.5
80.4,152.5
80.4,125
46.8,92.5
67,287.5
72.2,285
81.6,295
88.4,290
88,392.5
89.6,337.5
88.8,340
113.6,205
94.8,210
125,
97,175
125,142.5
108.8,290
121.2,340
133.6,395
98.6,222.5
109.8,380
104,280
107.2,
121.6,232.5
131,
108.6,392.5
132.2,265
96.8,320
95.8,287.5
121.4,
96.2,272.5
108.8,300
98.4,365
130.02,370
96.8,215
101.2,230
98.6,397.5
99.8,
109.6,290
104.8,262.5
107.8,275
119.8,440
119.6,320
98.4,365
96.8,320
109.8,380
108.6,
123.8,432.5
122,377.5
123.4,
130.06,437.5
131,
140,
146.6,392.5
157,330
59.6,
57.8,120
67.2,250
60,117.5
62.2,105
66.8,160
81.4,175
66,130
79.2,152.5
73.6,110
71.8,197.5
63,160
80.2,205
46.4,77.5
48.8,72.5
70.8,150
71.8,197.5
82.4,
89.4,227.5
59.4,147.5
55,82.5
67,
73.2,150
96,105
87.8,140
81,152.5
79.6,92.5
73.2,140
81.6,102.5
81.2,160
80.2,205
73.2,132.5
80.6,185
51.6,112.5
59.6,222.5
81,212.5
82.4,200
121,337.5
99,205
114.2,255
124,250
93.8,170
107.6,227.5
106,250
119.8,255
98.8,177.5
97,310
95.4,277.5
129.8,237.5
88.8,227.5
94.2,205
112.5,207.5
121.8,242.5
138.6,280
89,205
98.4,232.5
97.6,192.5
88.8,227.5
89.8,215
97,310
95.4,277.5
97.8,250
98.4,212.5
93.8,170
95.2,232.5
99,287.5
109.6,305
107.6,227.5
108.6,192.5
120.6,317.5
114.2,255
112.5,207.5
136.6,300
190.5,332.5
126.8,
108.2,
97.6,
81.8,
113.8,
117.6,
87,
60,
50,
126.8,
81.8,
108.2,
81.8,
97.6,
99.4,
73.2,
90,
88.2,
108.6,
113.8,
82.5,
109.2,
129.2,
97.4,
130.2,
130.2,
97.2,
99.2,
129.2,
79.8,
89.58,255
66.45,110
81.42,82.5
73.48,167.5
61.92,105
59.87,107.5
59.87,92.5
64.64,102.5
74.84,190
80.51,217.5
147.42,312.5
73.94,195
98.66,215
71.44,182.5
81.65,180
99.56,185
88.9,237.5
89.81,242.5
97.3,215
65.09,117.5
92.76,165
144.47,125
123.6,410
81.19,210
116.57,340
112.72,295
79.61,170
114.53,
74.84,
89.58,
106.82,
116.57,
92.99,
74.84,
81.65,
116.57,
110.9,
116.8,
116.57,
107.73,
58.06,
89,130
59.3,120
116.6,285
117.6,212.5
80.5,75
97.2,
116.5,185
97.1,272.5
98.8,107.5
76.6,107.5
76.6,107.5
116.6,190
97,237.5
97,237.5
87.8,187.5
131.9,205
93.2,187.5
74,135
70.6,122.5
95.4,230
87.7,
58.8,97.5
88.5,180
120.7,242.5
87.6,172.5
87.6,172.5
87.6,172.5
87.6,172.5
66.1,160
80.5,202.5
80.5,202.5
109.4,190
64.6,107.5
139.4,225
139.4,225
81.5,197.5
81.5,197.5
95.1,195
56.6,60
56.6,60
74.1,175
74.1,175
74.1,175
74.1,175
71.1,70
71.1,70
83.1,70
65.1,152.5
65.1,152.5
58.6,110
64.5,117.5
119.9,225
88.7,185
83.1,220
88.9,185
88.9,185
88.9,185
88.9,185
71.7,152.5
72.7,90
95.5,120
74.5,217.5
74.5,217.5
109.2,242.5
123.5,227.5
66.6,77.5
103,240
134.4,240
134.4,240
93.7,105
97.2,262.5
97.2,262.5
78.1,165
110.5,227.5
97,202.5
63.7,112.5
63.7,112.5
79.9,
96,242.5
66.6,272.5
95.2,
88.6,
97.9,
55.2,
55.2,
82.2,
104.8,
98.4,
153.1,
107.6,
107.6,
67.4,
81,
81,
74.7,
72.4,
84,
84,
84,
84,
71.2,
109.2,
109.2,
166.2,
107.3,
99.4,
117.9,
114.3,
114.3,
121.6,
74.1,
67,
67,
89.8,
60,
50.1,
50.1,
103,
108.3,
133.6,
107.7,
123.4,
81.9,
124.8,
80.8,
80.8,
82,
82,
90,
67,
67,
59.3,
59.3,
55.3,
55.3,
55.3,
55.3,
60,
99,215
100,182.5
58.8,
124,205
81.5,225
55,60
150.4,
116,
61,82.5
62.4,150
115.4,
97.8,235
97.5,
74.7,125
90,220
88,205
120.4,285
105,280
90,
71,112.5
122.8,
86.6,135
77.8,125
107.3,165
86.6,
65.6,
58.1,
86.8,
58.7,
73.6,
77.8,
77.7,
107.3,
58.7,
86.6,
107.3,
77.8,
104.6,265
104.6,265
88.6,225
118.3,230
114.1,
88.8,
109.3,
88.6,
104.6,
114.1,
114.3,
149,
118.3,
88.8,
104.6,
114.1,
88.6,
114.3,
118.3,
88.4,140
81.3,
88.4,
88.4,
121.6,330
89.1,265
89.1,
121.6,
105.1,
99.3,
121.6,
89.1,
60,137.5
67.5,102.5
75,112.5
75,185
75,185
75,160
75,165
75,155
82.5,170
82.5,182.5
90,135
100,200
100,195
100,172.5
110,152.5
125,205
140,227.5
125,
98.6,200
55.4,137.5
122.8,285
66,120
66,110
96.6,122.5
120.4,202.5
64,170
93.4,245
112.6,270
74.8,60
72.6,112.5
81.8,195
66.2,120
106.8,340
70,137.5
55.8,145
81.2,147.5
78.8,205
133.4,290
49.8,75
74.4,150
60,135
81.2,172.5
73.6,165
107.6,175
65.4,200
65.6,150
100,185
92.2,137.5
59.6,247.5
88.4,267.5
93.6,200
86.6,185
117.2,260
82,192.5
52,120
81,215
98.2,185
106.6,275
94.4,180
130.4,250
75,277.5
83,182.5
137.4,320
100,260
100,260
88.6,220
70,230
98.4,155
87.8,192.5
118,272.5
118,272.5
86.2,187.5
104.2,200
98.8,300
98.8,300
105.6,70
82.2,95
108.8,240
133.6,225
74,105
73.4,102.5
87.6,160
97.8,90
88.8,165
98.6,142.5
88.2,155
108,220
56,87.5
73.4,160
99.4,152.5
97.6,207.5
64.4,115
116,215
75,67.5
81.6,182.5
73.4,210
67.4,120
95.2,230
67.5,140
106,87.5
126.2,300
124.6,232.5
66,125
92.2,82.5
64.8,160
108.8,192.5
71.2,105
104.2,182.5
87.4,205
89.2,245
99.4,292.5
87.5,187.5
80.8,165
71.2,100
105.4,237.5
146.8,310
69,110
81.4,255
59.6,100
74.2,182.5
81.8,267.5
139.6,265
89.8,195
135,270
79.4,147.5
110,300
89.4,257.5
105,225
47.2,62.5
52,105
101,162.5
66,102.5
140,300
74.8,240
122.2,365
132.4,195
163,300
123.6,285
104.2,245
87.8,207.5
66.8,172.5
136.2,295
58.4,107.5
119.2,250
112.6,265
73.4,205
46.8,
88.4,
63.65,
67,
100.8,
67,
64.05,
64.05,
77.9,
55.1,
51,
46.8,
74.6,
80.05,
51.35,
115.15,
80.55,
72.55,
129.8,
72.55,
85.85,
85.85,
97.75,
97.75,
99.15,
84.1,
108.75,
108.75,
98.5,
178.9,
98.5,
96.2,
105.9,
137.8,
98.3,
86.3,
137.8,
86.7,
77.3,
90,
89.55,
98,
93.05,
96.5,
108.9,
104.7,
111,
135.25,
74.95,
88.4,
88.5,
108.95,
46.8,
63.65,
88.4,
55.1,
77.9,
51,
46.8,
74.6,
80.05,
51.35,
115.15,
94.1,
72.55,
72.55,
81.5,
84.1,
109.6,
98.5,
215,
98.5,
96.2,
105.9,
125,
100.8,
86.3,
88.15,
98.3,
86.7,
75,
90,
73.9,
73.9,
79.2,
90,
89.55,
96.5,
95.2,
93.05,
98,
104.9,
135.25,
74.95,
88.5,
88.4,
108.95,
101.15,95
69.63,90
43.77,82.5
66.45,117.5
58.51,140
66,147.5
66.22,120
73.26,137.5
72.12,120
109.77,185
119.07,137.5
107.27,227.5
74.62,185
98.66,162.5
110.45,132.5
80.06,162.5
107.5,237.5
107.27,185
107.27,185
96.62,220
59.19,170
106.37,182.5
114.31,195
88,195
66.9,187.5
73.48,220
73.03,162.5
80.74,180
78.7,142.5
81.87,110
88.45,240
99.11,250
97.3,235
81.42,197.5
79.61,187.5
79.15,190
85.28,190
87.54,177.5
107.27,227.5
100.92,247.5
118.84,252.5
131.09,255
98.43,252.5
97.3,210
72.8,
89.58,
80.29,
100.92,
62.37,
109.77,
98.66,
135.17,
74.84,
94.57,
102.3,
120.7,
89.4,
111.1,
90.7,120
74.8,
122,312.5
86.6,145
64.4,70
77.1,
120.4,
88.5,192.5
71.9,220
105.9,272.5
71.9,177.5
73.5,185
82.6,185
70.8,167.5
116.8,215
77.1,150
102.5,157.5
68.9,65
57.2,145
64.2,127.5
65.3,115
65.3,115
55.1,92.5
67.5,120
73,105
70.8,105
88.2,155
74.8,320
122,327.5
102.5,267.5
67.1,167.5
67.2,162.5
63.5,137.5
73.5,185
74.4,182.5
73.5,170
80.7,160
82.1,120
89.4,265
89.1,250
88.2,240
86.6,235
82.6,202.5
89.6,222.5
88.9,192.5
87.3,137.5
99.6,237.5
98.2,245
92.5,272.5
99.8,242.5
97.3,150
96.8,170
109.8,330
108.4,285
104.8,242.5
108.9,250
104.8,227.5
117.7,320
123.8,27.5
136.5,27.5
81,220
56,
55.4,95
65.6,110
66.4,200
66.8,160
72.4,112.5
79,90
75.4,110
82.2,
99,232.5
99.4,402.5
108.4,250
110,240
114.8,435
116,285
139.2,355
139.2,355
133,322.5
89.6,
72.6,
72.6,
89.6,
74.4,
99.2,
106.5,187.5
80.2,185
99.7,150
80.2,185
97.2,195
90.8,185
134.4,220
90.8,185
134.4,220
121.6,190
121.6,190
96.8,142.5
166.1,285
82,192.5
88.5,165
98.88,247.5
98.88,247.5
73,190
108.6,287.5
108.3,190
80.8,205
86.2,175
77.5,192.5
76.9,172.5
94.1,150
109.1,235
170,315
85.6,215
89.1,200
89.5,185
80.7,247.5
90.6,187.5
81.15,220
87.9,200
108,230
143.3,207.5
97.1,197.5
72.5,160
73.9,175
85.5,170
116.2,167.5
81.6,282.5
82.4,275
79.6,172.5
86.4,227.5
98.2,285
108.15,235
108.5,160
82.4,275
86.4,227.5
86,182.5
98.2,285
105.2,242.5
138,250
166.1,285
72.2,160
71.4,155
80.2,185
82,192.5
81.8,177.5
78.4,137.5
87.9,200
89.7,177.5
88.3,182.5
98.88,247.5
95.8,190
109.7,230
115.6,247.5
170,315
164.5,205
86,157.5
98.88,247.5
98.7,207.5
122,232.5
115.6,247.5
121,170
164.5,205
103.55,
98.9,
98.9,
98.2,
109.5,
108.4,
98.4,
96.6,
96.6,
85.6,
80,
88.8,
111.2,
79,
139.3,
101.5,
96.7,
139.3,
93.7,
99,
98.5,
69.6,
106,
66.5,
80,
84.2,
96,
108.4,
106.6,
142.3,
88.8,
99.8,
109.5,
111.2,
121,
103.55,
98.4,
198.3,
91.8,
85.6,
88.8,
79,
101.5,
96.7,
93.7,
69.6,
98.5,
106,
74.1,
119,
64,
66.5,
84.2,
96,
108.4,
88.8,
99.8,
121,
81.75,70
81.75,70
111.75,40
64.7,40
71.85,80
66.6,120
84.55,107.5
88,132.5
81.1,87.5
69.95,
69.95,
68.5,97.5
66,110
66,110
82.5,125
94.5,82.5
88.55,122.5
65.5,110
63.5,100
82.2,112.5
65.5,102.5
74.6,165
63.5,100
82.2,112.5
64.6,112.5
73.6,117.5
43.7,55
82.3,117.5
73.8,72.5
56.55,115
56.95,77.5
51.7,75
56,110
54.65,117.5
58.1,95
73,142.5
60,
54.65,117.5
65.7,127.5
66.5,102.5
66.35,102.5
66.6,97.5
66,75
74.6,165
43.7,55
59,77.5
65.1,110
66.75,95
67.75,102.5
81.1,137.5
85.65,145
87.8,97.5
88.55,122.5
102.15,145
112.8,142.5
54.35,105
67,105
65.55,110
85.65,145
88.65,57.5
112.8,142.5
87.2,102.5
59.8,147.5
63.8,155
125,320
77.5,30
83.8,140
96.8,222.5
99.6,140
109.8,232.5
144,242.5
,
,
,
120,167.5
97.6,160
74.2,105
87,200
88.2,125
107.2,217.5
,
89,
81,140
81,170
88,217.5
89.4,215
86.8,192.5
97.6,165
106.4,210
127.2,205
99.8,317.5
109,265
135.4,340
,
121.6,277.5
72.8,142.5
95.8,215
64.6,80
121.6,
97.6,
107.2,
82.2,
82.2,
88.2,
114.8,
73.6,
94.4,
123.8,
108,
99.2,
,
155.2,
92.8,
105.2,
107.2,
89.2,
114.8,
123.8,
109,
89.2,
99.2,
65.65,82.5
101.9,135
56,125
55.75,110
73.85,152.5
81.6,210
77.9,157.5
107.9,182.5
109.8,190
114.4,177.5
134.1,195
130.9,182.5
142.8,282.5
158.1,182.5
59.25,102.5
74.9,202.5
87.35,162.5
73.4,205
110.9,270
87.8,200
90,290
67.3,255
90,267.5
99.5,435
93.2,400
124.1,440
59.9,107.5
101.6,140
113,230
95.9,222.5
73.2,125
81.1,155
95.1,235
107.8,265
108.7,212.5
117.3,220
79.9,125
66.9,135
88.9,185
55.7,140
60.7,90
80.4,242.5
79.9,125
93.9,180
85.9,160
120.1,240
109.8,225
77.4,205
90,165
88,255
100,262.5
72.5,180
80.7,232.5
82.2,200
89.5,300
89,265
100,262.5
91.9,230
94.2,210
95.4,185
108.4,400
107.9,330
119.8,
123.3,
109.6,
140.2,
81.2,
100,
92.9,
108.9,
73.6,
59,
74.4,
78.8,
87.2,
74.2,
88.4,
58,
59.2,
58.7,
59,
67.2,
78.8,
87.2,
88.4,
81.7,
110.9,
96.7,
109.6,
75,
86.3,
89.3,
113.6,
88.5,
98.9,
96.5,
138.2,
98.1,
96.5,
115.2,
134.1,
78.2,
93,
96.2,
49.2,
73.1,
76.2,
89.7,
89.9,
98.1,
98.1,
98.9,
100.9,
113.5,
115.2,
123.9,
150.6,
105.3,
110.8,
73.6,
78.8,
93.5,
58.7,
65,
78.8,
80.9,
81.7,
81,
96.7,
89.3,
113.6,
120.3,
98.9,
100.6,
91,
134.1,
93,
49.2,
89.7,
92.2,
98.9,
113.5,
123.9,
46.6,
50.3,
73.85,
52.5,
95.5,
81.5,
94.2,
98,
73.15,
73.95,
99.4,
73.6,
83.4,
95.2,
90,
103,
108.45,
66.7,
99.4,
91.8,
79.35,
90,
83.4,
73.85,
81.5,
75.6,
99.4,
58,
81.85,155
85.3,110
88.9,
80.75,183
95.2,240
94.35,187.5
126.35,237.5
164.3,280
99.75,227.5
98.3,192.5
89.25,185
109.15,250
64.6,170
80.2,202.5
72.5,
58,72.5
46.9,95
123.3,175
99.45,187.5
109.75,220
119,220
140.85,267.5
88.9,192.5
88.5,145
120.4,332.5
112.5,
55.3,115
88,122.5
76.8,95
58.1,77.5
107.3,410
78.3,255
131.1,265
75.4,190
71.2,160
76.8,142.5
79.1,155
109.3,260
55.3,115
59.1,90
133.4,302.5
111.6,220
106.1,227.5
103.4,242.5
106.1,227.5
108.4,215
105.2,192.5
93.9,277.5
98.9,237.5
89.8,175
88,292.5
79.8,200
65.8,155
88,340
87.5,245
54,85
60,102.5
67.5,155
67.5,82.5
75,117.5
75,120
75,150
82.5,150
82.5,147.5
,195
100,147.5
110,142.5
125,200
75,
82.5,
90,
69.4,102.5
82.1,112.5
89.4,140
64.1,120
66.7,177.5
73.6,157.5
73.5,127.5
88.4,150
98.2,197.5
131.9,227.5
64.7,102.5
72.6,155
81.6,190
87.9,170
88.9,185
99.5,272.5
99,240
105.1,162.5
103.2,277.5
136.1,285
154.9,302.5
166.7,275
154.9,302.5
84.4,75
72.3,55
111.1,47.5
58.9,65
66.4,50
46,62.5
66.6,120
63.25,85
87,125
86.3,107.5
110,102.5
58,90
65.7,107.5
68.5,105
89.8,130
47.1,55
55.7,92.5
66.7,115
70.35,118
60.3,87.5
47.2,102.5
55.2,115
58.1,105
66.6,132.5
65.3,122.5
65.7,107.5
74.2,152.5
74.7,115
81.3,130
81.1,122.5
89.8,130
87,125
119,152.5
97.1,145
145.45,137.5
59,170
51.1,110
111.1,217.5
67.4,107.5
74.7,115
81.5,122.5
98.6,102.5
74.1,77.5
68.8,92.5
72.1,132.5
68.6,137.5
81.7,167.5
81.5,147.5
88.6,122.5
54,137.5
74.55,105
79,100
100.4,142.5
82.4,260
51.3,97.5
54,127.5
54.1,122.5
56.8,120
67.4,107.5
71.6,122.5
71.55,100
74.6,95
81.7,167.5
78.35,165
81.5,147.5
81.5,85
88.6,122.5
89.6,130
91.9,147.5
65.3,125
71.6,160.5
75.55,85
74.7,150.5
96.45,190
64.05,175
66.7,127.5
81.45,277.5
82.1,
97.55,257.5
81.1,197.5
73.95,137.5
98.55,260
73.95,137.5
88.55,122.5
80.95,190
99.1,150
99.05,165
121.4,212.5
118.45,205
91.8,270
124.85,295
77.45,60
89.6,182.5
99.75,195
107,112.5
118.2,262.5
82.5,195
135,255
96.7,370
120.3,160
108.3,252.5
74.15,180
74.5,160
71.85,140
132.2,227.5
109.95,282.5
108.3,207.5
159.7,232.5
94.9,205
80.25,250
89.5,275
55.8,160
67.05,217.5
98.7,260
99.25,255
99,185
109.25,290
107.5,270
113.45,240
67.5,177.5
70.6,212.5
97.55,205
72,217.5
81.35,232.5
81.3,232.5
81.65,185
77.5,147.5
67.5,232.5
59,140
64.2,132.5
73.9,205
73.5,142.5
72.1,140
87.75,175
106.7,265
113.55,230
88.75,175
126.5,177.5
91.55,
94.4,
143.05,
88.7,
68,
47.55,
80.15,
86.8,
58.5,
71.85,
86.7,
73.7,
89.55,
97.8,
116.15,
132.1,
150.35,
80,
99,
115.05,
89,
98.25,
59.8,
88.35,
122.4,
132.1,
166.7,
74.05,
80,
89,
97.8,
106.5,
198.25,
91.55,
94.4,
88.7,
47.55,
75.7,
84.45,
71.85,
93.15,
94.45,
70.85,
96.5,
89.55,
82.1,
98.25,
59.8,
88.55,
88.35,
66.1,
70.85,
98.25,
81.2,170
90,170
107.45,287.5
74.45,240
74.5,190
81.65,272.5
89.95,350
156,375
73.05,240
73.3,240
82.05,295
82.2,245
80.75,232.5
80.95,235
87.9,212.5
98.25,272.5
98.1,265
97.75,280
90.35,215
99.25,230
101.45,252.5
107.3,207.5
135.75,235
171.05,375
73.9,182.5
74.45,185
79.55,245
81.2,170
77.75,142.5
89.8,252.5
89.35,210
88.85,205
89.5,205
88.8,175
98.8,267.5
98.75,190
97.2,207.5
99.35,152.5
98.25,
107.45,287.5
101.35,235
105.75,242.5
58,112.5
73.9,105
58,112.5
47.8,97.5
66.1,115
66.6,112.5
63.5,72.5
75,95
72.8,142.5
55.8,80
54.1,70
66.5,115
70.2,107.5
74.3,100
124.7,255
81.55,165
77.65,165
89.3,182.5
96.25,200
109.15,275
217.5,225
65,160
71.7,137.5
77.65,165
88,232.5
97,185
55.85,152.5
55.5,90
74.85,180
74.25,170
78.65,175
89.2,220
86.1,180
88.75,150
66.5,170
66.7,112.5
80.85,177.5
89.3,247.5
81.55,195
81.5,150
81.75,177.5
95.25,192.5
118.8,195
67,107.5
94.95,197.5
96.95,175
81.1,150
93.05,227.5
88.95,
,
95,
109.4,
144.5,
74.8,
89.6,
94.4,
109.8,
113.8,
124.2,
125,
145.5,
155,
205.5,
79.4,
81.2,
82,
89.4,
89.6,
93.4,
97,
107.2,
120.4,
136,
74.8,300
89.3,380
90.4,310
144.5,
119.8,340
136,410
99.2,375
127,370
109.4,
95,
66.6,215
74.4,275
75,180
81.6,270
82.4,285
89.2,246
89.2,255
89.4,301
89.6,275
105,370
106,300
107.4,350
120.6,355
138.5,352.5
150,305
62.4,175
59.8,172.5
76.6,165
58,150
60,135
73.6,245
64.2,185
59,155
62,145
80.4,100
72.4,
76.6,
59.87,92.5
66.95,117.5
73.94,182.5
70.49,127.5
74.39,125
81.19,102.5
94.71,
117.12,150
96.62,47.5
47.26,157.5
71.85,255
69.85,175
80.83,147.5
95.07,110
57.7,145
66.13,135
78.11,187.5
88.18,272.5
89.36,200
87,205
87.72,217.5
88.36,192.5
89.81,165
84.19,125
95.07,227.5
97.98,312.5
98.79,252.5
97.07,200
95.53,145
107.95,250
104.69,280
112.49,275
138.35,305
131.09,237.5
198.67,387.5
190.51,272.5
164.65,242.5
81.65,320
89.36,275
99.52,387.5
107.5,
108.86,400
103.33,295
115.58,455
116.94,320
119.57,320
138.8,412.5
133.81,350
81.28,147.5
76.66,165
99.34,192.5
96.62,150
98.43,137.5
105.41,265
106.5,207.5
120.66,180
120.11,180
78.11,237.5
88.72,245
117.3,322.5
99.61,
120.75,
129.73,
78.65,
87.54,
99.2,
97.89,
80.8,80
67.2,230
81.4,227.5
71.5,172.5
82.5,172.5
65.6,152.5
55.8,175
67.2,230
98.2,242.5
59.9,145
65.6,152.5
67.8,92.5
110.4,175
81.2,
106.8,
81.2,
106.8,
73.4,
98.3,
98.3,
109.5,
124.7,
131.3,
88.6,
123.8,
124.7,
131.3,
72.1,
106.8,
106.8,
109,
123.8,
89.2,
109,
105.7,92.5
99.6,170
107.05,195
121.7,365
90,165
116.9,262.5
99.2,260.5
99.6,185
106.3,250
109.2,205
98.1,242.5
97.6,200
88.7,237.5
108.35,252.5
108.6,277.5
108.3,225
120.1,290
142.7,250
100.6,185
109,205
89.2,330
90,220
85.12,207.5
97.2,262.5
93.7,272.5
90.4,185
108.35,252.5
108.8,275
101.3,272.5
109.3,292.5
109.9,
121.7,365
121.6,335
120.1,290
81.9,180
106.2,82.5
95.6,192.5
98.3,180
89.8,280
86.1,230
80.7,213
97.1,347.5
95.2,295
68.8,230
123.8,
138.6,385
99,280
109.7,260
99.2,237.5
114.9,330
106.2,320
122.3,410
74.2,332.5
89.8,332.5
99.7,
109.9,300
108.9,260
74.5,280
71.05,280
